URL: /
Timestamp: Sat Jan 13 2024 00:55:56 GMT-0800 (Pacific Standard Time)

URL: /favicon.ico
Timestamp: Sat Jan 13 2024 00:55:57 GMT-0800 (Pacific Standard Time)

::1 - - [24/Jan/2024:20:44:40 +0000] "DELETE /users/2 HTTP/1.1" 404 149 "-" "PostmanRuntime/7.36.1"
::1 - - [24/Jan/2024:20:45:16 +0000] "DELETE /users/2 HTTP/1.1" 404 149 "-" "PostmanRuntime/7.36.1"
::1 - - [24/Jan/2024:20:46:32 +0000] "DELETE /users/2 HTTP/1.1" 500 15 "-" "PostmanRuntime/7.36.1"
::1 - - [24/Jan/2024:20:47:35 +0000] "DELETE /users/2 HTTP/1.1" 500 15 "-" "PostmanRuntime/7.36.1"
::1 - - [24/Jan/2024:20:50:44 +0000] "DELETE /users/2 HTTP/1.1" 500 15 "-" "PostmanRuntime/7.36.1"
::1 - - [24/Jan/2024:20:53:36 +0000] "DELETE /users/2 HTTP/1.1" 500 43 "-" "PostmanRuntime/7.36.1"
::1 - - [24/Jan/2024:20:56:10 +0000] "DELETE /users/2 HTTP/1.1" 200 23 "-" "PostmanRuntime/7.36.1"
::1 - - [24/Jan/2024:23:01:32 +0000] "GET /movies/Perfect%20Blue HTTP/1.1" 200 693 "-" "PostmanRuntime/7.36.1"
::1 - - [25/Jan/2024:08:40:29 +0000] "GET /director/Quentin%20Tarantino HTTP/1.1" 404 167 "-" "PostmanRuntime/7.36.1"
::1 - - [25/Jan/2024:08:41:03 +0000] "GET /director/Quentin%20Tarantino HTTP/1.1" 404 167 "-" "PostmanRuntime/7.36.1"
::1 - - [25/Jan/2024:08:41:07 +0000] "GET /director/Quentin%20Tarantino HTTP/1.1" 404 167 "-" "PostmanRuntime/7.36.1"
::1 - - [25/Jan/2024:08:41:26 +0000] "GET /director/Quentin20%Tarantino HTTP/1.1" 404 169 "-" "PostmanRuntime/7.36.1"
::1 - - [25/Jan/2024:08:42:02 +0000] "GET /director/Terry%20Gilliam HTTP/1.1" 404 163 "-" "PostmanRuntime/7.36.1"
::1 - - [25/Jan/2024:08:43:29 +0000] "GET /director/Terry%20Gilliam HTTP/1.1" 404 163 "-" "PostmanRuntime/7.36.1"
::1 - - [25/Jan/2024:08:43:50 +0000] "GET /movies/director/Terry%20Gilliam HTTP/1.1" 200 310 "-" "PostmanRuntime/7.36.1"
::1 - - [25/Jan/2024:08:44:11 +0000] "GET /movies/director/Quentin%20Tarantino HTTP/1.1" 200 284 "-" "PostmanRuntime/7.36.1"
::1 - - [25/Jan/2024:08:51:52 +0000] "PUT /users/:id HTTP/1.1" 400 12 "-" "PostmanRuntime/7.36.1"
::1 - - [25/Jan/2024:08:52:03 +0000] "POST /users/:id HTTP/1.1" 404 149 "-" "PostmanRuntime/7.36.1"
::1 - - [25/Jan/2024:08:52:20 +0000] "PUT /users/2 HTTP/1.1" 200 54 "-" "PostmanRuntime/7.36.1"
::1 - - [25/Jan/2024:08:52:22 +0000] "PUT /users/2 HTTP/1.1" 200 54 "-" "PostmanRuntime/7.36.1"
::1 - - [25/Jan/2024:08:59:27 +0000] "POST /users/2 HTTP/1.1" 404 147 "-" "PostmanRuntime/7.36.1"
::1 - - [25/Jan/2024:08:59:35 +0000] "POST /users/1 HTTP/1.1" 404 147 "-" "PostmanRuntime/7.36.1"
::1 - - [25/Jan/2024:09:02:55 +0000] "POST /users HTTP/1.1" 201 82 "-" "PostmanRuntime/7.36.1"
::1 - - [25/Jan/2024:09:04:40 +0000] "PUT /users/2 HTTP/1.1" 200 54 "-" "PostmanRuntime/7.36.1"
::1 - - [25/Jan/2024:16:40:12 +0000] "POST /users/2/Perfect%20Blue HTTP/1.1" 200 45 "-" "PostmanRuntime/7.36.1"
::1 - - [25/Jan/2024:17:13:06 +0000] "DELETE /users/2 HTTP/1.1" 200 23 "-" "PostmanRuntime/7.36.1"
::1 - - [25/Jan/2024:17:13:20 +0000] "DELETE /users/2/Perfect%20Blue HTTP/1.1" 400 12 "-" "PostmanRuntime/7.36.1"
::1 - - [25/Jan/2024:17:13:29 +0000] "DELETE /users/2 HTTP/1.1" 400 12 "-" "PostmanRuntime/7.36.1"
::1 - - [25/Jan/2024:17:14:41 +0000] "DELETE /users/2/Perfect%20Blue HTTP/1.1" 400 12 "-" "PostmanRuntime/7.36.1"
::1 - - [25/Jan/2024:17:15:37 +0000] "DELETE /users/2/Perfect%20Blue HTTP/1.1" 200 49 "-" "PostmanRuntime/7.36.1"
::1 - - [25/Jan/2024:17:16:44 +0000] "DELETE /users/1 HTTP/1.1" 200 23 "-" "PostmanRuntime/7.36.1"
::1 - - [25/Jan/2024:17:20:38 +0000] "GET /movies HTTP/1.1" 200 4430 "-" "PostmanRuntime/7.36.1"
::1 - - [25/Jan/2024:17:22:49 +0000] "GET /movies/Perfect%20Blue HTTP/1.1" 200 693 "-" "PostmanRuntime/7.36.1"
::1 - - [25/Jan/2024:17:23:37 +0000] "GET /movies/genre/Horror HTTP/1.1" 200 136 "-" "PostmanRuntime/7.36.1"
::1 - - [25/Jan/2024:17:24:22 +0000] "GET /movies/director/Quentin%20Tarantino HTTP/1.1" 200 284 "-" "PostmanRuntime/7.36.1"
::1 - - [25/Jan/2024:17:25:33 +0000] "POST /users HTTP/1.1" 201 80 "-" "PostmanRuntime/7.36.1"
::1 - - [25/Jan/2024:17:26:34 +0000] "PUT /users/2 HTTP/1.1" 200 56 "-" "PostmanRuntime/7.36.1"
::1 - - [25/Jan/2024:17:27:17 +0000] "POST /users/2/Perfect%20Blue HTTP/1.1" 200 45 "-" "PostmanRuntime/7.36.1"
::1 - - [25/Jan/2024:17:28:23 +0000] "DELETE /users/2/Perfect%20Blue HTTP/1.1" 200 49 "-" "PostmanRuntime/7.36.1"
::1 - - [25/Jan/2024:17:28:50 +0000] "DELETE /users/2 HTTP/1.1" 200 23 "-" "PostmanRuntime/7.36.1"
